time,mean,volatility
0.0,-1.6786057379618514e-05,0.0018810080009486765
0.010101010101010102,-1.6591057460565986e-05,0.0018717415328587427
0.020202020202020204,-1.6396057541513458e-05,0.0018624289602623386
0.030303030303030304,-1.6201057622460934e-05,0.0018530695880671388
0.04040404040404041,-1.6006057703408406e-05,0.001843662703537384
0.05050505050505051,-1.5811057784355878e-05,0.0018342075756604638
0.06060606060606061,-1.561605786530335e-05,0.0018247034544839598
0.07070707070707072,-1.5421057946250822e-05,0.001815149570421445
0.08080808080808081,-1.5226058027198296e-05,0.0018055451335252232
0.09090909090909091,-1.5031058108145768e-05,0.0017958893327240618
0.10101010101010102,-1.4836058189093241e-05,0.0017861813350238368
0.11111111111111112,-1.4641058270040713e-05,0.0017764202846688607
0.12121212121212122,-1.4446058350988185e-05,0.0017666053022615028
0.13131313131313133,-1.425105843193566e-05,0.00175673548383754
0.14141414141414144,-1.4056058512883131e-05,0.0017468098998944836
0.15151515151515152,-1.3861058593830605e-05,0.0017368275943699294
0.16161616161616163,-1.3666058674778077e-05,0.00172678758356675
0.17171717171717174,-1.3471058755725549e-05,0.0017166888550217117
0.18181818181818182,-1.3276058836673023e-05,0.0017065303663138303
0.19191919191919193,-1.3081058917620495e-05,0.001696311043808498
0.20202020202020204,-1.2886058998567969e-05,0.0016860297813330986
0.21212121212121213,-1.269105907951544e-05,0.0016756854387794853
0.22222222222222224,-1.2496059160462913e-05,0.001665276840628325
0.23232323232323235,-1.2301059241410385e-05,0.0016548027743899017
0.24242424242424243,-1.2106059322357858e-05,0.0016442619889555242
0.25252525252525254,-1.1911059403305332e-05,0.0016336531928531942
0.26262626262626265,-1.1716059484252804e-05,0.0016229750524006511
0.27272727272727276,-1.1521059565200276e-05,0.0016122261897483106
0.2828282828282829,-1.1326059646147748e-05,0.0016014051808039764
0.29292929292929293,-1.1131059727095222e-05,0.001590510553030465
0.30303030303030304,-1.0936059808042696e-05,0.001579540783106513
0.31313131313131315,-1.0741059888990168e-05,0.0015684942944404344
0.32323232323232326,-1.054605996993764e-05,0.0015573694545250513
0.33333333333333337,-1.0351060050885112e-05,0.0015461645721213237
0.3434343434343435,-1.0156060131832584e-05,0.0015348778942569261
0.3535353535353536,-9.961060212780058e-06,0.0015235076030246898
0.36363636363636365,-9.766060293727531e-06,0.0015120518121643505
0.37373737373737376,-9.571060374675003e-06,0.0015005085634094049
0.38383838383838387,-9.376060455622475e-06,0.001488875822579041
0.393939393939394,-9.181060536569947e-06,0.001477151475393054
0.4040404040404041,-8.986060617517421e-06,0.0014653333229853664
0.4141414141414142,-8.791060698464893e-06,0.001453419077089191
0.42424242424242425,-8.596060779412367e-06,0.0014414063548639766
0.43434343434343436,-8.401060860359839e-06,0.0014292926733310138
0.4444444444444445,-8.206060941307313e-06,0.0014170754433809006
0.4545454545454546,-8.011061022254785e-06,0.0014047519633118995
0.4646464646464647,-7.816061103202257e-06,0.0013923194118535072
0.4747474747474748,-7.621061184149729e-06,0.001379774840624207
0.48484848484848486,-7.4260612650972025e-06,0.0013671151659662825
0.494949494949495,-7.231061346044676e-06,0.001354337160093629
0.5050505050505051,-7.036061426992148e-06,0.0013414374414805696
0.5151515151515152,-6.8410615079396186e-06,0.001328412464410582
0.5252525252525253,-6.646061588887092e-06,0.0013152585075934145
0.5353535353535354,-6.451061669834566e-06,0.0013019716617470275
0.5454545454545455,-6.256061750782038e-06,0.001288547816026932
0.5555555555555556,-6.061061831729512e-06,0.0012749826431694027
0.5656565656565657,-5.866061912676982e-06,0.0012612715831963773
0.5757575757575758,-5.671061993624456e-06,0.0012474098255081032
0.5858585858585859,-5.47606207457193e-06,0.0012333922891641638
0.595959595959596,-5.281062155519402e-06,0.0012192136011237229
0.6060606060606061,-5.086062236466875e-06,0.0012048680721807414
0.6161616161616162,-4.891062317414346e-06,0.0011903496702885233
0.6262626262626263,-4.6960623983618194e-06,0.0011756519909188502
0.6363636363636365,-4.5010624793092915e-06,0.0011607682240425588
0.6464646464646465,-4.306062560256765e-06,0.0011456911172486135
0.6565656565656566,-4.111062641204239e-06,0.0011304129344349508
0.6666666666666667,-3.916062722151709e-06,0.0011149254094033807
0.6767676767676768,-3.721062803099183e-06,0.0010992196935684679
0.686868686868687,-3.526062884046655e-06,0.0010832862968413364
0.696969696969697,-3.3310629649941288e-06,0.0010671150205669847
0.7070707070707072,-3.136063045941601e-06,0.0010506948811691889
0.7171717171717172,-2.941063126889073e-06,0.0010340140228790886
0.7272727272727273,-2.7460632078365466e-06,0.0010170596175770898
0.7373737373737375,-2.5510632887840186e-06,0.0009998177493431072
0.7474747474747475,-2.3560633697314923e-06,0.0009822732807609992
0.7575757575757577,-2.1610634506789644e-06,0.000964409697323931
0.7676767676767677,-1.966063531626438e-06,0.0009462089253901045
0.7777777777777778,-1.7710636125739101e-06,0.0009276511179766649
0.787878787878788,-1.5760636935213822e-06,0.0009087144011617821
0.797979797979798,-1.381063774468856e-06,0.0008893745718617531
0.8080808080808082,-1.186063855416328e-06,0.0008696047350778032
0.8181818181818182,-9.910639363638e-07,0.0008493748651009144
0.8282828282828284,-7.96064017311272e-07,0.0008286512702341414
0.8383838383838385,-6.010640982587474e-07,0.0008073959337624363
0.8484848484848485,-4.060641792062195e-07,0.0007855656942939758
0.8585858585858587,-2.1106426015369151e-07,0.0007631112148612654
0.8686868686868687,-1.606434110116355e-08,0.0007399756701692947
0.8787878787878789,1.789355779513644e-07,0.0007160930516615534
0.888888888888889,3.73935497003889e-07,0.0006913859449203582
0.8989898989898991,5.689354160564203e-07,0.0006657625635531605
0.9090909090909092,7.639353351089449e-07,0.0006391127108924813
0.9191919191919192,9.589352541614729e-07,0.0006113021539466358
0.9292929292929294,1.1539351732140008e-06,0.0005821645726212274
0.9393939393939394,1.3489350922665254e-06,0.0005514896697225766
0.9494949494949496,1.5439350113190568e-06,0.0005190049344718951
0.9595959595959597,1.7389349303715813e-06,0.0004843463514899607
0.9696969696969697,1.9339348494241093e-06,0.00044700856188343473
0.9797979797979799,2.1289347684766373e-06,0.0004062535176371479
0.98989898989899,2.323934687529162e-06,0.00036092545876955864
1.0,2.51893460658169e-06,0.00030901853178001595
